"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","view_history","stimulus","rndSet","rndV1","rndV2","videoA","videoB","videoStimulus"
"true","false","[]","[]","[]","preload","0","6602","0.0-0.0","2025-12-22T14:01:45.962Z","2_c0n443","","","","","","","","","","",""
"","","","","","survey","1","9814","0.0-1.0","2025-12-22T14:01:45.962Z","2_c0n443","3194","{""testrun"":""Skip to Videos""}","testrun","","","","","","","",""
"","","","","","survey-text","2","17191","0.0-2.0","2025-12-22T14:01:45.962Z","2_c0n443","7369","{""subject_id"":""2_c0n443""}","welcome","","","","","","","",""
"","","","","","instructions","3","19497","0.0-4.0","2025-12-22T14:01:45.962Z","2_c0n443","2305","","instructions2","[{""page_index"":0,""viewing_time"":2305}]","","","","","","",""
"","","","","","html-button-response","4","21098","0.0-5.0","2025-12-22T14:01:45.962Z","2_c0n443","1600","0","videoIntro","","<p>Now we would like you to watch two short videos and rate how similar they are to your Ganzfeld experience.</p><p>Please click ""Continue"" when you are ready.</p>","20","3","1","../video/28 D Friendly Penguins.mp4","../video/28 B Tsunami.mp4",""
"true","false","[]","[]","[]","preload","5","23637","0.0-6.0","2025-12-22T14:01:45.962Z","2_c0n443","","","","","","","","","","",""
"","","","","","survey-html-form","6","167562","0.0-7.0-0.0","2025-12-22T14:01:45.962Z","2_c0n443","143924","{""ClipA"":""60"",""ClipB"":""40""}","videoRating","","","","","","","",""
"","","","","","html-button-response","7","169416","0.0-8.0","2025-12-22T14:01:45.962Z","2_c0n443","1853","0","videoTargetIntro","","<p>We will now select the target video.</p><p>Please watch the selected video a second time.</p>","","","","","","[""../video/28 D Friendly Penguins.mp4""]"
"","","","","","video-keyboard-response","8","230671","0.0-9.0","2025-12-22T14:01:45.962Z","2_c0n443","null","null","videoTarget","","[""../video/28 D Friendly Penguins.mp4""]","","","","","",""
